category_class	label	definition	synonyms	subsets	crossreferences
MONDO:0016971	limb-girdle muscular dystrophy	Limb-girdle muscular dystrophy (LGMD) is a heterogeneous group of muscular dystrophies characterized by proximal weakness affecting the pelvic and shoulder girdles. Cardiac and respiratory impairment may be observed in certain forms of LGMD.	Leyden-Mobius muscular dystrophy; limb-girdle muscular dystrophy; erb's muscular dystrophy; limb girdle muscular dystrophy; Leyden-Mbius muscular dystrophy; LGMD	mondo:nord_rare; mondo:otar; mondo:medical_specialization_orthopaedic; mondo:mondo_top_grouping_hereditary_disease; mondo:medical_specialization_member; mondo:rare; mondo:is_glucose_dysfunction_member; mondo:gard_rare; mondo:disease_grouping; mondo:harrisons_view_musculoskeletal_system_disorder; mondo:harrisons_view_hereditary_disease; mondo:is_pathogen_caused_false; mondo:mondo_top_grouping_musculoskeletal_system_disorder; mondo:anatomical_member; mondo:tag_qualy_lost_other; mondo:tag_qaly_lost_member; mondo:txgnn_member; mondo:harrisons_view_nervous_system_disorder; mondo:mondo_top_grouping_member; mondo:anatomical_muscle_disorder; mondo:txgnn_neurodegenerative_disease; mondo:medical_specialization_neurology; mondo:tag_qaly_lost_high; mondo:is_cancer_false; mondo:is_pathogen_caused_member; mondo:mondo_top_grouping_nervous_system_disorder; mondo:ordo_group_of_disorders; mondo:txgnn_muscular_dystrophy; mondo:mondo_txgnn_other; mondo:harrisons_view_member; mondo:anatomical_joint_disorder; mondo:tag_existing_treatment_false; mondo:medical_specialization_genetics_and_genomics; mondo:mondo_subtype; mondo:is_cancer_member; mondo:is_glucose_dysfunction_false; mondo:tag_existing_treatment_member	DOID:11724; UMLS:C0686353; icd11.foundation:887807212; MESH:D049288; GARD:6907; MEDGEN:151940; NANDO:2200858; NANDO:1200490; Orphanet:263; NCIT:C84828; SCTID:78468005
MONDO:0045044	ligament disorder	A disease or disorder that involves the ligament.	disease of ligament; ligament disease or disorder; disorder of ligament; disease or disorder of ligament	mondo:anatomical_member; mondo:harrisons_view_member; mondo:medical_specialization_orthopaedic; mondo:is_glucose_dysfunction_member; mondo:tag_qaly_lost_member; mondo:tag_existing_treatment_false; mondo:mondo_top_grouping_musculoskeletal_system_disorder; mondo:anatomical_joint_disorder; mondo:tag_qaly_lost_medium; mondo:mondo_top_grouping_member; mondo:tag_existing_treatment_member; mondo:anatomical_muscle_disorder; mondo:harrisons_view_musculoskeletal_system_disorder; mondo:mondo_txgnn_other; mondo:tag_qualy_lost_other; mondo:txgnn_member; mondo:is_glucose_dysfunction_false; mondo:medical_specialization_rheumatology; mondo:is_cancer_member; mondo:txgnn_ligament_disorder_does_not_fit_well_here_but_it_is_the_best_of_what_we_have; mondo:is_pathogen_caused_member; mondo:is_pathogen_caused_false; mondo:is_cancer_false; mondo:medical_specialization_member; mondo:rare_grouping; mondo:txgnn_inflammatory_disease; mondo:txgnn_	SCTID:60492000; MEDGEN:538235; UMLS:C0263976
MONDO:0006572	lichen planus	A chronic, recurrent, pruritic inflammatory disorder of unknown etiology that affects the skin and mucus membranes. It presents with rashes and papules that tend to resolve spontaneously. It may be associated with hepatitis C. Certain drugs that contain arsenic or bismuth are associated with reactions mimicking lichen planus.	lichen, ruber planus; lichen ruber planus	mondo:harrisons_view_integumentary_system_disorder; mondo:tag_qualy_lost_other; mondo:txgnn_autoimmune_diseases; mondo:is_pathogen_caused_member; mondo:mondo_txgnn_other; mondo:is_cancer_member; mondo:medical_specialization_dermatology; mondo:mondo_top_grouping_inflammatory_disease; mondo:tag_qaly_lost_member; mondo:harrisons_view_inflammatory_disease; mondo:mondo_top_grouping_integumentary_system_disorder; mondo:anatomical_member; mondo:is_glucose_dysfunction_member; mondo:is_cancer_false; mondo:tag_existing_treatment_member; mondo:mondo_top_grouping_member; mondo:medical_specialization_member; mondo:tag_existing_treatment_false; mondo:harrisons_view_member; mondo:txgnn_member; mondo:anatomical_immune_disorder; mondo:otar; mondo:medical_specialization_allergy_and_immunology; mondo:is_pathogen_caused_false; mondo:is_glucose_dysfunction_false; mondo:txgnn_inflammatory_disease; mondo:anatomical_skin_disorder; mondo:tag_qaly_lost_medium	NCIT:C3189; ICD9:697.0; SCTID:4776004; EFO:1000726; ICD10CM:L43; icd11.foundation:1402978031; MESH:D008010; MEDGEN:9753; UMLS:C0023646; DOID:9201
MONDO:0018432	lichen myxedematosus		lichen myxoedematosus	mondo:tag_existing_treatment_false; mondo:tag_qaly_lost_medium; mondo:tag_qaly_lost_member; mondo:tag_existing_treatment_member; mondo:is_glucose_dysfunction_false; mondo:txgnn_autoimmune_diseases; mondo:mondo_txgnn_other; mondo:txgnn_metabolic_disorder; mondo:is_pathogen_caused_member; mondo:is_cancer_false; mondo:medical_specialization_dermatology; mondo:is_glucose_dysfunction_member; mondo:medical_specialization_member; mondo:tag_qualy_lost_other; mondo:harrisons_view_integumentary_system_disorder; mondo:medical_specialization_allergy_and_immunology; mondo:harrisons_view_member; mondo:rare; mondo:is_cancer_member; mondo:anatomical_member; mondo:disease_grouping; mondo:gard_rare; mondo:mondo_top_grouping_integumentary_system_disorder; mondo:ordo_group_of_disorders; mondo:anatomical_skin_disorder_liver_disorder; mondo:mondo_top_grouping_member; mondo:txgnn_member; mondo:is_pathogen_caused_false	Orphanet:402007; MEDGEN:1848864; UMLS:C5848049; ICD9:701.8; SCTID:111197009; GARD:21709
MONDO:0006570	lichen disease	A long-term skin condition that mainly affects the skin of the genitals. It usually causes itching and white patches to appear on the affected skin.	lichen	mondo:harrisons_view_integumentary_system_disorder; mondo:tag_qualy_lost_other; mondo:txgnn_autoimmune_diseases; mondo:is_pathogen_caused_member; mondo:mondo_txgnn_other; mondo:medical_specialization_dermatology; mondo:is_cancer_member; mondo:anatomical_liver_disorder; mondo:tag_qaly_lost_member; mondo:mondo_top_grouping_integumentary_system_disorder; mondo:tag_qaly_lost_low; mondo:is_pathogen_caused_true; mondo:anatomical_member; mondo:is_glucose_dysfunction_member; mondo:txgnn_allergy; mondo:is_cancer_false; mondo:tag_existing_treatment_member; mondo:mondo_top_grouping_member; mondo:medical_specialization_member; mondo:harrisons_view_member; mondo:txgnn_member; mondo:otar; mondo:medical_specialization_allergy_and_immunology; mondo:is_glucose_dysfunction_false; mondo:txgnn_inflammatory_disease; mondo:tag_existing_treatment_true; mondo:anatomical_skin_disorder	DOID:8574; ICD9:697.8; SCTID:88996004; EFO:1000724; MEDGEN:507920; ICD9:697.9; ICD9:697; UMLS:C0023643
MONDO:0007901	levator-medial rectus synkinesis		levator-medial rectus synkinesis	mondo:tag_existing_treatment_member; mondo:mondo_txgnn_other; mondo:is_pathogen_caused_member; mondo:tag_qaly_lost_medium; mondo:is_pathogen_caused_false; mondo:txgnn_neurodegenerative_disease; mondo:is_glucose_dysfunction_member; mondo:matrix_excluded; mondo:is_glucose_dysfunction_false; mondo:medical_specialization_neurology; mondo:harrisons_view_hereditary_disease; mondo:medical_specialization_member; mondo:tag_qaly_lost_member; mondo:tag_qualy_lost_other; mondo:is_cancer_false; mondo:anatomical_member; mondo:harrisons_view_member; mondo:txgnn_autoimmune_diseases; mondo:medical_specialization_ophthalmology; mondo:mondo_top_grouping_member; mondo:unclassified_hereditary; mondo:mondo_top_grouping_hereditary_disease; mondo:tag_existing_treatment_false; mondo:txgnn_member; mondo:is_cancer_member; mondo:anatomical_muscle_disorder; mondo:anatomical_eye_disorder	UMLS:C1835403; OMIM:151610; MEDGEN:320592; MESH:C563625
MONDO:0043243	leukoplakia	A white patch or plaque on a mucous membrane that cannot be characterized clinically or pathologically as any other disease. The diagnosis of leukoplakia is one of exclusion; other conditions such as candidiasis, lichen planus, leukoedema, etc., must be ruled out before a diagnosis of leukoplakia can be made. Leukoplakia may be a premalignant condition.	leukoplakia; keratotic plaque	mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:mondo_top_grouping_member; mondo:tag_qualy_lost_other; mondo:txgnn_inflammatory_disease; mondo:is_pathogen_caused_member; mondo:tag_existing_treatment_member; mondo:harrisons_view_cancer_or_benign_tumor; mondo:is_glucose_dysfunction_false; mondo:medical_specialization_dermatology; mondo:anatomical_skin_disorder; mondo:tag_existing_treatment_false; mondo:tag_qaly_lost_medium; mondo:medical_specialization_hematology; mondo:anatomical_oral_disorder; mondo:tag_qaly_lost_member; mondo:is_cancer_member; mondo:mondo_txgnn_cancer_or_benign_tumor; mondo:mondo_txgnn_member; mondo:otar; mondo:txgnn_member; mondo:txgnn_cancer; mondo:is_glucose_dysfunction_member; mondo:medical_specialization_member; mondo:is_pathogen_caused_false; mondo:harrisons_view_member; mondo:is_cancer_false; mondo:anatomical_member	MESH:D007971; UMLS:C0023531; MEDGEN:44133; SCTID:274134003; NCIT:C3186
MONDO:0003785	leukopenia	A laboratory test result indicating a decreased number of white blood cells in the peripheral blood.	leucopenia; White blood cell decreased; leukocytopenia	mondo:anatomical_blood_bone_marrow_disorder; mondo:tag_qaly_lost_member; mondo:harrisons_view_member; mondo:txgnn_member; mondo:medical_specialization_oncology; mondo:tag_qaly_lost_medium; mondo:mondo_top_grouping_immune_system_disorder; mondo:tag_existing_treatment_true; mondo:is_glucose_dysfunction_member; mondo:is_cancer_false; mondo:is_pathogen_caused_member; mondo:anatomical_member; mondo:anatomical_immune_disorder; mondo:mondo_top_grouping_member; mondo:tag_qualy_lost_other; mondo:medical_specialization_member; mondo:is_cancer_member; mondo:medical_specialization_hematology; mondo:mondo_top_grouping_hematologic_disorder; mondo:is_glucose_dysfunction_false; mondo:harrisons_view_immune_system_disorder; mondo:gard_rare; mondo:txgnn_autoimmune_diseases; mondo:is_pathogen_caused_false; mondo:rare; mondo:txgnn_cancer; mondo:txgnn_anemia; mondo:tag_existing_treatment_member; mondo:harrisons_view_hematologic_disorder; mondo:mondo_txgnn_other; mondo:anatomical_lymphatic_disorder	MESH:D007970; SCTID:84828003; ICD9:288.50; DOID:615; NCIT:C26816; MEDGEN:6073; UMLS:C0023530
MONDO:0030036	leukoencephalopathy, motor delay, spasticity, and dysarthria syndrome		Lemspad Syndrome; leukoencephalopathy, motor delay, spasticity, and dysarthria syndrome; LEUKOENCEPHALOPATHY, MOTOR DELAY, SPASTICITY, AND DYSARTHRIA SYNDROME; LEMSPAD	mondo:tag_existing_treatment_member; mondo:harrisons_view_hereditary_disease; mondo:mondo_txgnn_other; mondo:medical_specialization_neurology; mondo:medical_specialization_pediatric; mondo:harrisons_view_member; mondo:is_pathogen_caused_true; mondo:tag_existing_treatment_false; mondo:tag_qualy_lost_other; mondo:medical_specialization_genetics_and_genomics; mondo:mondo_top_grouping_hereditary_disease; mondo:txgnn_member; mondo:is_pathogen_caused_member; mondo:tag_qaly_lost_member; mondo:anatomical_spinal_disorder; mondo:txgnn_neurodegenerative_disease; mondo:tag_qaly_lost_very_high; mondo:anatomical_nervous_system_disorder; mondo:anatomical_muscle_disorder; mondo:is_glucose_dysfunction_false; mondo:txgnn_motor_delay_syndrome; mondo:unclassified_hereditary; mondo:is_glucose_dysfunction_member; mondo:otar; mondo:medical_specialization_member; mondo:anatomical_brain_disorder; mondo:mondo_top_grouping_member; mondo:matrix_excluded; mondo:anatomical_member; mondo:is_cancer_false; mondo:is_cancer_member	MEDGEN:1719764; UMLS:C5394371; OMIM:618878
MONDO:0000137	leukoencephalopathy, megalencephalic			mondo:medical_specialization_pediatric; mondo:is_cancer_member; mondo:is_pathogen_caused_member; mondo:tag_qaly_lost_medium; mondo:mondo_txgnn_other; mondo:anatomical_member; mondo:txgnn_member; mondo:medical_specialization_hematology; mondo:harrisons_view_nervous_system_disorder; mondo:mondo_top_grouping_member; mondo:medical_specialization_member; mondo:harrisons_view_member; mondo:is_cancer_false; mondo:tag_qualy_lost_other; mondo:is_glucose_dysfunction_false; mondo:mondo_top_grouping_hereditary_disease; mondo:txgnn_metabolic_disorder; mondo:medical_specialization_genetics_and_genomics; mondo:medical_specialization_neurology; mondo:anatomical_brain_disorder; mondo:tag_qaly_lost_member; mondo:is_pathogen_caused_false; mondo:is_glucose_dysfunction_member; mondo:tag_existing_treatment_false; mondo:tag_existing_treatment_member; mondo:anatomical_blood_bone_marrow_disorder; mondo:otar; mondo:txgnn_neurodegenerative_disease; mondo:mondo_top_grouping_nervous_system_disorder; mondo:harrisons_view_hereditary_disease	OMIMPS:604004
MONDO:0030796	leukoencephalopathy, hereditary diffuse, with spheroids			mondo:mondo_subtype; mondo:is_glucose_dysfunction_false; mondo:tag_existing_treatment_member; mondo:tag_qualy_lost_other; mondo:tag_qaly_lost_high; mondo:mondo_top_grouping_member; mondo:txgnn_neurodegenerative_disease; mondo:is_cancer_member; mondo:anatomical_blood_bone_marrow_disorder; mondo:anatomical_member; mondo:tag_qaly_lost_member; mondo:is_cancer_false; mondo:is_glucose_dysfunction_member; mondo:is_pathogen_caused_false; mondo:medical_specialization_genetics_and_genomics; mondo:txgnn_metabolic_disorder; mondo:harrisons_view_hereditary_disease; mondo:txgnn_member; mondo:mondo_top_grouping_hereditary_disease; mondo:txgnn_hereditary_disorder; mondo:mondo_txgnn_other; mondo:medical_specialization_neurology; mondo:anatomical_brain_disorder; mondo:tag_existing_treatment_false; mondo:is_pathogen_caused_member; mondo:harrisons_view_member; mondo:medical_specialization_member	OMIMPS:221820; UMLS:C3711381; MEDGEN:777989
MONDO:0012129	leukoencephalopathy, arthritis, colitis, and hypogammaglobulinema		leukoencephalopathy, arthritis, colitis, and hypogammaglobulinema	mondo:tag_qualy_lost_other; mondo:txgnn_member; mondo:medical_specialization_immunology; mondo:txgnn_autoimmune_diseases; mondo:is_glucose_dysfunction_false; mondo:medical_specialization_rheumatology; mondo:is_pathogen_caused_true; mondo:is_cancer_member; mondo:is_glucose_dysfunction_member; mondo:mondo_top_grouping_member; mondo:anatomical_member; mondo:medical_specialization_member; mondo:tag_qaly_lost_member; mondo:medical_specialization_gastroenterology; mondo:anatomical_brain_disorder; mondo:harrisons_view_member; mondo:is_pathogen_caused_member; mondo:medical_specialization_neurology; mondo:tag_existing_treatment_false; mondo:is_cancer_false; mondo:txgnn_neurodegenerative_disease; mondo:anatomical_blood_bone_marrow_disorder; mondo:unclassified_hereditary; mondo:matrix_excluded; mondo:mondo_top_grouping_hereditary_disease; mondo:tag_qaly_lost_very_high; mondo:harrisons_view_hereditary_disease; mondo:anatomical_lower_gastrointestinal_disorder; mondo:anatomical_immune_disorder; mondo:tag_existing_treatment_member; mondo:mondo_txgnn_other; mondo:txgnn_inflammatory_disease	MEDGEN:324768; MESH:C563852; UMLS:C1837329; OMIM:608809
MONDO:0976138	leukodystrophy, demyelinating, adult-onset			mondo:harrisons_view_member; mondo:rare; mondo:mondo_top_grouping_member; mondo:inferred_rare; mondo:tag_existing_treatment_other; mondo:mondo_txgnn_neurodegenerative_disease; mondo:harrisons_view_nervous_system_disorder; mondo:mondo_top_grouping_hereditary_disease; mondo:txgnn_other; mondo:tag_qualy_lost_other; mondo:medical_specialization_other; mondo:harrisons_view_hereditary_disease; mondo:anatomical_other; mondo:is_pathogen_caused_other; mondo:is_cancer_other; mondo:mondo_top_grouping_nervous_system_disorder; mondo:is_glucose_dysfunction_other; mondo:mondo_txgnn_member	
MONDO:0019046	leukodystrophy	Leukodystrophies are a group of rare, progressive, metabolic, genetic diseases that affect the brain, spinal cord and often the peripheral nerves. Each type of leukodystrophy is caused by a specific gene abnormality that leads to abnormal development or destruction of the white matter (myelin sheath) of the brain. The myelin sheath is the protective covering of the nerve and nerves can't function normally without it. Each type of leukodystrophy affects a different part of the myelin sheath, leading to a range of neurological problems.	HLD; hypomyelinating leukodystrophy	mondo:mondo_top_grouping_nervous_system_disorder; mondo:nord_rare; mondo:anatomical_brain_disorder; mondo:txgnn_neurodegenerative_disease; mondo:tag_qaly_lost_member; mondo:harrisons_view_nervous_system_disorder; mondo:mondo_txgnn_neurodegenerative_disease; mondo:is_cancer_member; mondo:ordo_group_of_disorders; mondo:tag_existing_treatment_false; mondo:is_glucose_dysfunction_false; mondo:disease_grouping; mondo:mondo_top_grouping_hereditary_disease; mondo:medical_specialization_genetics_and_genomics; mondo:tag_qaly_lost_high; mondo:mondo_txgnn_member; mondo:txgnn_member; mondo:is_pathogen_caused_false; mondo:medical_specialization_neurology; mondo:is_pathogen_caused_member; mondo:tag_existing_treatment_member; mondo:tag_qualy_lost_other; mondo:mondo_top_grouping_member; mondo:anatomical_member; mondo:harrisons_view_member; mondo:is_cancer_false; mondo:gard_rare; mondo:anatomical_blood_bone_marrow_disorder; mondo:merged_class; mondo:otar; mondo:rare; mondo:harrisons_view_hereditary_disease; mondo:txgnn_metabolic_disorder; mondo:medical_specialization_member; mondo:is_glucose_dysfunction_member; mondo:medical_specialization_hematology	UMLS:C0023520; NANDO:1200575; Orphanet:68356; MedDRA:10024381; NORD:1367; DOID:0060786; icd11.foundation:468040251; GARD:6895; DOID:0050987; MEDGEN:6070; OMIMPS:312080; NCIT:C61253; SCTID:192781003; ICD9:330.0; DOID:10579; NANDO:2200836
